id,title,stage,concept_origin,generation_model,generation_prompt,product_type,source_bestseller,batch_id,replaces_design_id,generation_run_id,design_brief_id,provenance_class,best_color,created_at,updated_at,deleted_at
1740,90s turntable tee,declined,variation,fal-flux,"watercolor turntable for a vinyl collector, proud mood, 2 colors",tee,,batch_20260428_5,1735,9c140257-e133-cb5d-dc42-de40ee713ce0,17401,full,heather navy,2026-04-28T06:33:00+00:00,2026/04/30 06:33,
1741,90s headphones tee,live,variation,nb2-4k,"line art headphones for a vinyl collector, nostalgic mood, 3 colors",tee,bs_37,batch_20260201_2,1709,4ccf57b1-d00b-2daa-db4d-7a30fda167ef,17411,full,sports grey,2026-02-01T14:10:00+00:00,2026-02-01T21:10:00+00:00,
1742,70s turntable tee,mockup_approved,new,fal-flux,"watercolor turntable for a guitarist, funny mood, 5 colors",tee,,batch_20260313_6,,38217f93-1eb5-9cc6-424c-4c2822b610ef,17421,full,royal,2026-03-13T06:26:00+00:00,2026-03-13T07:26:00+00:00,
1743,80s sheet music tee   ,mockup_approved,variation,nb2-4k,"bold graphic sheet music for a guitarist, chill mood, 6 colors",tee,bs_91,batch_20260325_1,1728,97066838-d0a5-bd76-7ee6-bb86f47267cd,17431,legacy-pre-funnel,navy,2026-03-25T16:37:00+00:00,2026-03-28T09:37:00+00:00,
1744,90s vinyl record tee,live,variation,gpt-image-2,"line art vinyl record for a country fan, nostalgic mood, 2 colors",tee,bs_40,batch_20260115_2,1729,0caf95f5-a3f8-1fc6-0492-3520908d277a,17441,full,heather navy,2026-01-15T14:04:00+00:00,2026-01-18T00:04:00+00:00,
1745,70s turntable tee,ready_for_ads,new,nb2-4k,"vintage turntable for a classical musician, chill mood, 6 colors",tee,,batch_20260430_5,,5d89397c-0cc0-7509-4e2a-39cb80ac3733,17451,full,white,2026-04-30T13:50:00+00:00,2026-05-03T11:50:00+00:00,
1746,50s turntable tee,ready_for_ads,new,fal-flux,"distressed turntable for a producer, proud mood, 2 colors",tee,,batch_20260325_2,,97abc8c2-c14d-7e46-3aa2-01c7c021753c,17461,full,navy,2026-03-25T22:15:00+00:00,2026-03-26T06:15:00+00:00,
1747,60s cassette tee,mockup_approved,new,fal-flux,"vintage cassette for a vinyl collector, rebellious mood, 3 colors",tee,,batch_20260114_5,,7d40ccf8-9c38-5bc4-8abf-16c5f4d5dde4,17471,full,sports grey,2026-01-14T20:52:00+00:00,2026-01-16T02:52:00+00:00,
1748,60s cassette tee,published,variation,fal-flux,"watercolor cassette for a saxophonist, rebellious mood, 3 colors",tee,bs_110,batch_20260329_6,1722,d67553b8-7569-e025-9134-7249ea13dc87,17481,full,black,2026-03-29T22:13:00+00:00,2026-04-01T02:13:00+00:00,
1749,  70s guitar tee,published,new,gpt-image-2,"distressed guitar for a metalhead, nostalgic mood, 5 colors",tee,,batch_20260222_5,,b8ee27e5-b612-9f95-76c5-311fb756ce84,17491,full,navy,2026-02-22T22:38:00+00:00,2026/02/25 09:38,
1750,modern sheet music tee,approved,new,nb2-4k,"bold graphic sheet music for a producer, chill mood, 2 colors",tee,,batch_20260223_1,,346a9528-0cdd-8027-0197-52ee8d71d600,17501,full,sports grey,2026-02-23T12:53:00+00:00,2026-02-24T16:53:00+00:00,
1751,80s cassette tee   ,mockup_approved,new,recraft-crisp,"retro cassette for a country fan, proud mood, 3 colors",tee,,batch_20260312_5,,b66762bc-db1b-398b-c01c-67fa478e1de9,17511,full,royal,2026-03-12T11:28:00+00:00,2026-03-14T15:28:00+00:00,
1752,  70s headphones tee,live,new,fal-flux,"watercolor headphones for a guitarist, nostalgic mood, 4 colors",tee,,batch_20260301_4,,4e2a2f7c-a077-1432-c3fa-a12bb68c0f1d,17521,full,royal,2026-03-01T12:15:00+00:00,2026-03-03T10:15:00+00:00,
1753,80s guitar tee,gate_review,new,recraft-crisp,"bold graphic guitar for a drummer, nostalgic mood, 4 colors",tee,,batch_20260209_2,,c13c5c9a-1d4b-167b-27f1-38a1eaccdaa9,17531,unlinked-post-funnel,royal,2026-02-09T11:59:00+00:00,2026-02-11T11:59:00+00:00,
1754,70s cassette tee,published,variation,nb2-4k,"vintage cassette for a metalhead, rebellious mood, 3 colors",tee,,batch_20260509_5,1739,b71345f2-88ed-d1b9-47fa-2afe8b9a0cf5,17541,legacy-pre-funnel,black,2026-05-09T19:37:00+00:00,2026-05-10T17:37:00+00:00,
1755,60s guitar tee,live,new,recraft-crisp,"watercolor guitar for a guitarist, rebellious mood, 2 colors",tee,,batch_20260504_5,,173bfe58-ebeb-bea4-b300-fccdd2882d09,17551,full,heather navy,2026-05-04T04:34:00+00:00,2026/05/05 02:34,
1756,70s amplifier tee,ready_for_ads,variation,gpt-image-2,"retro amplifier for a metalhead, funny mood, 3 colors",tee,bs_90,batch_20260508_6,1723,79b6c46a-dac9-c75f-f9e9-ef84ae6906a9,17561,full,heather navy,2026/05/08 23:50,2026-05-10T07:50:00+00:00,
1757,50s sheet music tee,approved,variation,recraft-crisp,"distressed sheet music for a guitarist, proud mood, 3 colors",tee,bs_91,batch_20260408_2,1719,f8aaf887-fad1-db08-cd71-ee43a72dce1d,17571,full,heather navy,2026-04-08T12:12:00+00:00,2026/04/09 22:12,
1758,70s microphone tee,ready_for_ads,new,recraft-crisp,"vintage microphone for a classical musician, chill mood, 3 colors",tee,,batch_20260505_2,,d4f5cfec-1783-596f-0ed0-dca72c7d1f25,17581,full,navy,2026-05-05T21:18:00+00:00,2026-05-07T11:18:00+00:00,
1759,90s cassette tee,live,variation,recraft-crisp,"bold graphic cassette for a metalhead, chill mood, 4 colors",tee,bs_116,batch_20260109_5,1749,0c49b880-54ee-f9b9-b540-3e51d1b91410,17591,full,black,2026-01-09T12:31:00+00:00,2026-01-12T07:31:00+00:00,
1760,80s piano keys tee,declined,variation,nb2-4k,"retro piano keys for a vinyl collector, chill mood, 6 colors",tee,bs_104,batch_20260305_6,1753,a1c61398-2277-f127-0f7a-6a6a472a30cf,17601,full,royal,2026-03-05T18:59:00+00:00,2026-03-08T04:59:00+00:00,
1761,60s piano keys tee,live,variation,gpt-image-2,"vintage piano keys for a drummer, chill mood, 6 colors",tee,bs_57,batch_20260605_6,1742,3d6ed855-dcae-b80d-9aa0-857a88040a9f,17611,full,charcoal,2026-06-05T13:53:00+00:00,2026-06-07T18:53:00+00:00,
1762,80s guitar tee,live,variation,fal-flux,"vintage guitar for a guitarist, chill mood, 3 colors",tee,bs_114,batch_20260405_3,1725,2fcd106f-9f61-8326-9948-9582471afd54,17621,full,MG,2026-04-05T02:08:00+00:00,2026-04-05T06:08:00+00:00,
1763,60s microphone tee,mockup_approved,variation,fal-flux,"watercolor microphone for a producer, proud mood, 5 colors",tee,bs_32,batch_20260107_2,1726,a7955248-6b4d-884a-061c-23ba150f38de,17631,full,white,2026-01-07T21:59:00+00:00,2026/01/09 15:59,
1764,  80s sheet music tee,approved,variation,fal-flux,"watercolor sheet music for a drummer, rebellious mood, 2 colors",tee,,batch_20260325_2,1739,5b3c6491-7e08-1918-1eb9-238da2478aa7,17641,legacy-pre-funnel,navy,2026-03-25T13:19:00+00:00,2026-03-28T03:19:00+00:00,
1765,modern headphones tee,live,variation,gpt-image-2,"watercolor headphones for a producer, nostalgic mood, 3 colors",tee,bs_59,batch_20260305_4,1761,5482ee16-332e-e26f-5c92-8b4bb1ab5e82,17651,full,heather navy,2026/03/05 02:48,2026-03-06T11:48:00+00:00,
1766,70s cassette tee,live,variation,nb2-4k,"bold graphic cassette for a saxophonist, proud mood, 3 colors",tee,bs_101,batch_20260330_3,1745,ca413609-8314-6f97-7466-8a6b45b387e2,17661,full,white,2026-03-30T21:07:00+00:00,2026-03-31T20:07:00+00:00,
1767,50s sheet music tee,declined,new,gpt-image-2,"vintage sheet music for a classical musician, proud mood, 5 colors",tee,,batch_20260506_5,,cc131420-a188-167d-2859-fd24eb0ab856,17671,full,sports grey,2026-05-06T01:37:00+00:00,2026-05-07T13:37:00+00:00,2026/05/02 11:59
1768,50s piano keys tee,approved,new,recraft-crisp,"retro piano keys for a metalhead, rebellious mood, 6 colors",tee,,batch_20260410_3,,0a56e866-08fe-c75e-038d-817e64acc13e,17681,full,navy,2026-04-10T10:58:00+00:00,2026-04-12T00:58:00+00:00,
1769,modern cassette tee,ready_for_ads,new,recraft-crisp,"distressed cassette for a guitarist, chill mood, 2 colors",tee,,batch_20260305_1,,f4bfa0b5-00d6-6e27-e55a-56fe74d46b46,17691,full,heather navy,2026-03-05T23:03:00+00:00,2026-03-06T15:03:00+00:00,
1770,80s turntable tee   ,ready_for_ads,new,nb2-4k,"retro turntable for a saxophonist, nostalgic mood, 2 colors",tee,,batch_20260506_4,,d977f078-170b-9f89-684c-d5c5c159b469,17701,full,MG,2026-05-06T17:36:00+00:00,2026/05/08 13:36,
1771,50s microphone tee,declined,new,recraft-crisp,"retro microphone for a saxophonist, nostalgic mood, 4 colors",tee,,batch_20260606_5,,f8768115-3d81-d93b-4063-0c807ca483e4,17711,full,white,2026-06-06T01:45:00+00:00,2026/06/08 17:45,
1772,90s cassette tee,live,variation,gpt-image-2,"retro cassette for a producer, nostalgic mood, 6 colors",tee,,batch_20260326_5,1755,7740c9ad-a11a-42fc-ccfd-20bff2125c0a,17721,full,heather navy,2026-03-26T09:58:00+00:00,2026-03-28T15:58:00+00:00,2026-03-30T04:30:00+00:00
1773,modern guitar tee,published,variation,recraft-crisp,"line art guitar for a guitarist, funny mood, 5 colors",tee,bs_34,batch_20260520_2,1756,1c1b9017-9b8e-e5d1-50ed-4a2c52c55ade,17731,full,navy,2026-05-20T21:32:00+00:00,2026-05-21T03:32:00+00:00,2026-06-09T19:08:00+00:00
1774,70s music notes tee   ,mockup_approved,variation,nb2-4k,"distressed music notes for a vinyl collector, proud mood, 6 colors",tee,bs_110,batch_20260131_2,1746,7c1eb742-94a8-56b1-8147-75166bd4688d,17741,full,royal,2026-01-31T02:38:00+00:00,2026-01-31T07:38:00+00:00,
1775,50s turntable tee,ready_for_ads,new,recraft-crisp,"vintage turntable for a guitarist, nostalgic mood, 3 colors",tee,,batch_20260427_2,,32ff5d0c-40eb-d1f1-40b9-686a8e4c3b96,17751,full,MG,2026-04-27T01:27:00+00:00,2026-04-29T23:27:00+00:00,
1776,modern amplifier tee,mockup_approved,variation,gpt-image-2,"watercolor amplifier for a vinyl collector, chill mood, 3 colors",tee,bs_52,batch_20260507_1,1745,1e6374e2-e3f4-64a4-8da9-e48e763e6180,17761,legacy-pre-funnel,navy,2026-05-07T18:26:00+00:00,2026-05-10T12:26:00+00:00,
1777,80s headphones tee,ready_for_ads,new,fal-flux,"line art headphones for a saxophonist, rebellious mood, 2 colors",tee,,batch_20260204_2,,6d4042e3-5286-441a-eae5-2400f178f944,17771,full,charcoal,2026-02-04T03:12:00+00:00,2026-02-06T08:12:00+00:00,
1778,80s amplifier tee   ,published,variation,recraft-crisp,"bold graphic amplifier for a vinyl collector, funny mood, 2 colors",tee,bs_120,batch_20260327_4,1773,059099da-da55-3091-d780-9193a54eaf92,17781,legacy-pre-funnel,charcoal,2026-03-27T03:08:00+00:00,2026-03-28T13:08:00+00:00,
1779,modern piano keys tee,gate_review,new,nb2-4k,"bold graphic piano keys for a saxophonist, nostalgic mood, 3 colors",tee,,batch_20260106_2,,0701d64e-912c-1ef2-6e13-d3f688f991e6,17791,unlinked-post-funnel,white,2026-01-06T14:36:00+00:00,2026-01-09T00:36:00+00:00,
1780,  60s sheet music tee,live,new,gpt-image-2,"retro sheet music for a vinyl collector, chill mood, 4 colors",tee,,batch_20260414_4,,df6687eb-ce27-8363-898f-d62215031a85,17801,full,charcoal,2026/04/14 18:14,2026-04-15T00:14:00+00:00,
1781,80s piano keys tee,approved,new,fal-flux,"distressed piano keys for a country fan, proud mood, 3 colors",tee,,batch_20260416_5,,ced2aa5b-1a00-ed83-2a5e-bdeb2f9ecf36,17811,full,navy,2026-04-16T21:09:00+00:00,2026-04-18T19:09:00+00:00,2026-02-16T16:38:00+00:00
1782,60s headphones tee,mockup_approved,new,nb2-4k,"line art headphones for a metalhead, rebellious mood, 4 colors",tee,,batch_20260409_6,,cbcb9a55-da8d-f944-b83e-b80b4f504e2e,17821,full,navy,2026-04-09T05:46:00+00:00,2026-04-12T04:46:00+00:00,
1783,80s turntable tee,live,new,recraft-crisp,"bold graphic turntable for a vinyl collector, proud mood, 4 colors",tee,,batch_20260206_1,,5d423c27-e040-9690-0a72-5b886b7e908c,17831,full,black,2026-02-06T18:58:00+00:00,2026-02-09T03:58:00+00:00,
1784,50s microphone tee,ready_for_ads,new,nb2-4k,"retro microphone for a metalhead, nostalgic mood, 1 colors",tee,,batch_20260304_2,,109245ca-b2d0-11ec-8b00-9ddfd6df8cf2,17841,full,sports grey,2026/03/04 07:30,2026-03-04T09:30:00+00:00,
1785,80s guitar tee,live,variation,recraft-crisp,"watercolor guitar for a country fan, nostalgic mood, 2 colors",tee,bs_101,batch_20260112_5,1760,aa1e3882-8631-36de-ae7a-742366b08e34,17851,full,heather navy,2026-01-12T23:36:00+00:00,2026-01-13T09:36:00+00:00,
1786,modern music notes tee,live,variation,recraft-crisp,"watercolor music notes for a guitarist, chill mood, 2 colors",tee,bs_99,batch_20260124_1,1763,9d3d6972-638a-85f9-4581-8cc4ed622df2,17861,full,sports grey,2026-01-24T00:15:00+00:00,2026-01-24T12:15:00+00:00,
1787,50s turntable tee,ready_for_ads,variation,recraft-crisp,"distressed turntable for a metalhead, chill mood, 5 colors",tee,,batch_20260123_5,1771,68a5e48a-137d-6137-f5d6-1ca0b7144ca5,17871,full,white,2026-01-23T21:58:00+00:00,2026-01-24T18:58:00+00:00,
1788,  modern amplifier tee,ready_for_ads,new,gpt-image-2,"watercolor amplifier for a producer, funny mood, 4 colors",tee,,batch_20260413_2,,b212c4c9-a750-80ea-b035-ca38719c8098,17881,full,heather navy,2026/04/13 13:49,2026-04-15T11:49:00+00:00,
1789,90s guitar tee,live,new,nb2-4k,"bold graphic guitar for a saxophonist, proud mood, 5 colors",tee,,batch_20260521_5,,5c68d128-6eaf-99a7-0e00-fb771c9c3cab,17891,full,navy,2026/05/21 02:49,2026-05-23T22:49:00+00:00,
1790,80s vinyl record tee,published,new,nb2-4k,"vintage vinyl record for a classical musician, chill mood, 3 colors",tee,,batch_20260222_1,,ed525a97-63ac-5007-8830-708f97f3574c,17901,full,heather navy,2026-02-22T15:06:00+00:00,2026-02-24T21:06:00+00:00,
1791,70s guitar tee,approved,new,gpt-image-2,"retro guitar for a guitarist, proud mood, 3 colors",tee,,batch_20260515_1,,e74df3c2-37df-5eb9-552a-f78ec7e28e28,17911,full,white,2026-05-15T04:01:00+00:00,2026-05-18T04:01:00+00:00,
1792,modern music notes tee,live,variation,nb2-4k,"watercolor music notes for a classical musician, rebellious mood, 6 colors",tee,bs_6,batch_20260414_4,1781,790d8488-5b80-abe9-adf6-8355836cf074,17921,full,sports grey,2026-04-14T06:55:00+00:00,2026-04-14T21:55:00+00:00,
1793,60s music notes tee,approved,new,nb2-4k,"line art music notes for a metalhead, chill mood, 5 colors",tee,,batch_20260501_4,,a206b13c-4525-39ac-0bd7-892b0e39faba,17931,full,charcoal,2026-05-01T00:56:00+00:00,2026-05-03T14:56:00+00:00,
1794,80s headphones tee,mockup_approved,new,nb2-4k,"vintage headphones for a vinyl collector, chill mood, 1 colors",tee,,batch_20260606_4,,48a9723a-25af-32e1-a346-b9613c3c9721,17941,full,sports grey,2026-06-06T02:24:00+00:00,2026-06-06T13:24:00+00:00,
1795,90s vinyl record tee,mockup_approved,variation,nb2-4k,"retro vinyl record for a classical musician, nostalgic mood, 2 colors",tee,bs_43,batch_20260609_3,1790,fa21a897-12eb-3573-7057-66174f32a819,17951,full,navy,2026-06-09T17:24:00+00:00,2026/06/12 17:24,
1796,90s cassette tee,approved,variation,gpt-image-2,"distressed cassette for a country fan, nostalgic mood, 3 colors",tee,bs_100,batch_20260518_1,1772,5453e247-6ace-99fa-4edf-b93b95209153,17961,legacy-pre-funnel,black,2026-05-18T15:27:00+00:00,2026/05/18 19:27,
1797,50s headphones tee,published,new,gpt-image-2,"distressed headphones for a drummer, chill mood, 2 colors",tee,,batch_20260125_5,,e1cc7e89-e605-a555-f4ac-4f68e76d91f0,17971,full,MG,2026-01-25T00:20:00+00:00,2026-01-26T20:20:00+00:00,
1798,50s headphones tee,mockup_approved,new,recraft-crisp,"bold graphic headphones for a metalhead, funny mood, 3 colors",tee,,batch_20260609_5,,31ac756d-4148-ced4-9f06-2b4bba794e3d,17981,full,navy,2026-06-09T02:13:00+00:00,2026-06-12T02:13:00+00:00,
1799,70s vinyl record tee,ready_for_ads,variation,recraft-crisp,"retro vinyl record for a drummer, rebellious mood, 6 colors",tee,,batch_20260210_3,1792,dadd615e-72e1-6eda-ed33-87719350e4ed,17991,full,charcoal,2026-02-10T18:12:00+00:00,2026-02-12T05:12:00+00:00,
1800,80s turntable tee,mockup_approved,variation,recraft-crisp,"bold graphic turntable for a guitarist, chill mood, 4 colors",tee,,batch_20260421_6,1788,3a12fbf3-f757-9268-5ea9-23ea856a3a06,18001,full,heather navy,2026-04-21T02:13:00+00:00,2026-04-23T03:13:00+00:00,2026-03-20T23:15:00+00:00
1801,modern piano keys tee,live,variation,nb2-4k,"bold graphic piano keys for a drummer, nostalgic mood, 2 colors",tee,bs_105,batch_20260205_5,1788,a996511d-ddaf-24b3-61fb-c16903d5da42,18011,full,heather navy,2026-02-05T23:46:00+00:00,2026-02-06T07:46:00+00:00,
1802,80s cassette tee,live,variation,gpt-image-2,"vintage cassette for a vinyl collector, proud mood, 2 colors",tee,bs_34,batch_20260504_5,1771,b2faacfe-d2a2-9423-6580-4391331312ff,18021,full,royal,2026/05/04 08:25,2026-05-06T18:25:00+00:00,
1803,  70s piano keys tee,published,new,recraft-crisp,"distressed piano keys for a producer, chill mood, 5 colors",tee,,batch_20260606_2,,a6968d99-a8fb-faf5-535b-4abe028c6bd6,18031,legacy-pre-funnel,MG,2026-06-06T21:01:00+00:00,2026-06-08T13:01:00+00:00,
1804,70s piano keys tee,ready_for_ads,variation,recraft-crisp,"watercolor piano keys for a vinyl collector, nostalgic mood, 4 colors",tee,bs_96,batch_20260314_1,1797,05b5bde6-4273-63c9-9a6c-32b1ddf20ef9,18041,full,charcoal,2026-03-14T09:02:00+00:00,2026-03-14T09:02:00+00:00,
1805,60s cassette tee,approved,new,nb2-4k,"retro cassette for a vinyl collector, proud mood, 2 colors",tee,,batch_20260215_2,,09a561ba-1ec4-6a08-b6bb-92e2695942c3,18051,full,white,2026-02-15T19:16:00+00:00,2026-02-17T05:16:00+00:00,
1806,  80s cassette tee,live,new,recraft-crisp,"watercolor cassette for a guitarist, nostalgic mood, 2 colors",tee,,batch_20260104_1,,6cf2e68b-8efb-b7bc-3d60-8413592dc56a,18061,full,heather navy,2026-01-04T20:37:00+00:00,2026-01-07T06:37:00+00:00,
1807,90s piano keys tee,live,new,gpt-image-2,"watercolor piano keys for a producer, nostalgic mood, 6 colors",tee,,batch_20260602_2,,5682a3d5-c709-be34-3584-5de652ae6544,18071,full,charcoal,2026-06-02T07:39:00+00:00,2026-06-02T22:39:00+00:00,
1808,90s cassette tee,declined,new,recraft-crisp,"watercolor cassette for a guitarist, funny mood, 3 colors",tee,,batch_20260518_3,,a6444b96-0c92-0dec-7e61-736250103f43,18081,full,royal,2026-05-18T12:43:00+00:00,2026-05-19T17:43:00+00:00,
1809,80s cassette tee,approved,variation,recraft-crisp,"watercolor cassette for a drummer, chill mood, 2 colors",tee,bs_83,batch_20260419_5,1807,90507f81-76c2-6b3e-a8dd-01337fcae694,18091,full,black,2026-04-19T00:58:00+00:00,2026-04-20T16:58:00+00:00,
1810,60s cassette tee,approved,new,fal-flux,"bold graphic cassette for a saxophonist, chill mood, 3 colors",tee,,batch_20260120_5,,6e109b32-ddd7-3df0-a6f0-e9e1acf79385,18101,full,white,2026-01-20T02:49:00+00:00,2026-01-20T20:49:00+00:00,
1811,70s microphone tee,declined,variation,recraft-crisp,"watercolor microphone for a metalhead, proud mood, 6 colors",tee,bs_72,batch_20260514_3,1782,5752e586-0bac-504f-bd4d-5c141de54a24,18111,legacy-pre-funnel,sports grey,2026-05-14T01:54:00+00:00,2026-05-15T09:54:00+00:00,
1812,60s turntable tee,live,variation,gpt-image-2,"bold graphic turntable for a saxophonist, rebellious mood, 3 colors",tee,,batch_20260419_3,1791,6f69d8b4-a41e-5e1b-a84d-81765b6742bc,18121,full,royal,2026-04-19T00:52:00+00:00,2026-04-20T07:52:00+00:00,
1813,modern piano keys tee,gate_review,variation,recraft-crisp,"retro piano keys for a saxophonist, rebellious mood, 3 colors",tee,bs_64,batch_20260324_5,1796,26daba56-f1f2-a425-c153-fe6695b6510a,18131,unlinked-post-funnel,MG,2026-03-24T13:15:00+00:00,2026-03-26T14:15:00+00:00,2026-05-20T13:55:00+00:00
1814,modern music notes tee,approved,new,nb2-4k,"retro music notes for a drummer, chill mood, 2 colors",tee,,batch_20260313_3,,218ae2a9-63c3-56ba-750f-c84ef8105425,18141,full,sports grey,2026-03-13T12:32:00+00:00,2026-03-14T07:32:00+00:00,
1815,modern sheet music tee,declined,variation,gpt-image-2,"watercolor sheet music for a country fan, rebellious mood, 4 colors",tee,bs_113,batch_20260214_5,1790,b8b1e67c-81e5-3486-e853-296db244849d,18151,full,royal,2026-02-14T05:14:00+00:00,2026-02-14T08:14:00+00:00,
1816,90s amplifier tee,ready_for_ads,new,recraft-crisp,"bold graphic amplifier for a classical musician, rebellious mood, 5 colors",tee,,batch_20260504_2,,df26c531-d6a5-dd77-0671-947aff1c4998,18161,full,navy,2026-05-04T23:32:00+00:00,2026-05-07T15:32:00+00:00,
1817,modern vinyl record tee,approved,variation,nb2-4k,"watercolor vinyl record for a vinyl collector, nostalgic mood, 4 colors",tee,bs_32,batch_20260523_6,1793,6b1b600f-09a3-29d1-52d7-7e2f56271ba3,18171,full,navy,2026-05-23T23:19:00+00:00,2026-05-24T12:19:00+00:00,
1818,50s turntable tee   ,declined,new,gpt-image-2,"line art turntable for a drummer, chill mood, 5 colors",tee,,batch_20260521_1,,a24db853-d0ca-d58e-46da-49c00dced933,18181,legacy-pre-funnel,royal,2026-05-21T16:35:00+00:00,2026-05-22T02:35:00+00:00,
1819,60s amplifier tee,live,new,nb2-4k,"watercolor amplifier for a saxophonist, nostalgic mood, 5 colors",tee,,batch_20260205_2,,1b92b29c-ccb0-40be-91a8-cd5919d6e6ec,18191,full,royal,2026-02-05T08:55:00+00:00,2026-02-08T04:55:00+00:00,
1820,80s sheet music tee,published,new,gpt-image-2,"retro sheet music for a metalhead, nostalgic mood, 2 colors",tee,,batch_20260513_4,,1ec7d1d2-dfd9-e1ef-7024-ae67c9d4e749,18201,full,white,2026/05/13 01:47,2026-05-13T20:47:00+00:00,
1821,  modern music notes tee,live,variation,fal-flux,"retro music notes for a vinyl collector, proud mood, 5 colors",tee,bs_44,batch_20260123_3,1819,f3546b07-1ece-e1cb-03ec-0fca56f351f4,18211,full,MG,2026-01-23T23:30:00+00:00,2026-01-24T14:30:00+00:00,
1822,90s music notes tee,mockup_approved,variation,gpt-image-2,"distressed music notes for a producer, chill mood, 4 colors",tee,bs_12,batch_20260312_1,1805,648dbe80-a709-4f07-f978-11f54418c604,18221,legacy-pre-funnel,navy,2026-03-12T07:50:00+00:00,2026/03/14 04:50,
1823,modern amplifier tee,approved,new,nb2-4k,"bold graphic amplifier for a classical musician, funny mood, 6 colors",tee,,batch_20260320_5,,3b1fe183-9837-88dd-c520-01f6b7b41407,18231,full,navy,2026-03-20T10:56:00+00:00,2026-03-23T01:56:00+00:00,
1824,60s guitar tee,approved,new,gpt-image-2,"line art guitar for a classical musician, proud mood, 3 colors",tee,,batch_20260521_4,,47469074-8089-2ef0-e00d-fbce1fee4663,18241,full,royal,2026/05/21 00:40,2026-05-22T05:40:00+00:00,
1825,60s headphones tee,live,variation,recraft-crisp,"watercolor headphones for a metalhead, chill mood, 6 colors",tee,bs_9,batch_20260407_6,1805,94102213-f3af-9fd6-c65c-f03bec499256,18251,full,heather navy,2026-04-07T23:52:00+00:00,2026-04-10T19:52:00+00:00,
1826,70s turntable tee,live,variation,fal-flux,"vintage turntable for a vinyl collector, nostalgic mood, 4 colors",tee,,batch_20260508_3,1812,85a51c7f-3630-5f7a-150f-c012e3ffe483,18261,full,sports grey,2026-05-08T13:09:00+00:00,2026/05/09 08:09,
1827,60s cassette tee,published,new,fal-flux,"distressed cassette for a country fan, chill mood, 4 colors",tee,,batch_20260106_6,,81795088-fa77-d546-d240-b4aa62cf6f31,18271,full,navy,2026-01-06T16:43:00+00:00,2026-01-07T19:43:00+00:00,2026-05-06T11:16:00+00:00
1828,80s amplifier tee,ready_for_ads,new,fal-flux,"watercolor amplifier for a classical musician, chill mood, 4 colors",tee,,batch_20260610_4,,3888e962-5255-a84b-d897-ec8de0e22b26,18281,full,charcoal,2026-06-10T07:17:00+00:00,2026-06-11T12:17:00+00:00,
1829,80s guitar tee,mockup_approved,variation,gpt-image-2,"watercolor guitar for a metalhead, chill mood, 6 colors",tee,bs_26,batch_20260215_4,1806,9839b2dd-4b5a-4630-7a28-afeec19b63f8,18291,full,navy,2026-02-15T21:17:00+00:00,2026-02-16T21:17:00+00:00,
1830,  50s vinyl record tee,mockup_approved,variation,gpt-image-2,"bold graphic vinyl record for a drummer, nostalgic mood, 4 colors",tee,bs_87,batch_20260118_1,1790,9af8579a-4595-a0ba-7e81-c7d9ae4605ea,18301,legacy-pre-funnel,sports grey,2026-01-18T23:13:00+00:00,2026-01-20T13:13:00+00:00,
1831,90s headphones tee,approved,new,gpt-image-2,"watercolor headphones for a guitarist, rebellious mood, 2 colors",tee,,batch_20260425_4,,7a16775e-0917-f2f8-5291-85c0a2313b45,18311,legacy-pre-funnel,heather navy,2026-04-25T05:23:00+00:00,2026-04-25T14:23:00+00:00,
1832,50s guitar tee,live,new,nb2-4k,"retro guitar for a guitarist, rebellious mood, 3 colors",tee,,batch_20260419_3,,71eaa358-69fa-8ae9-4d79-3c3b46eb86d0,18321,full,charcoal,2026/04/19 01:24,2026-04-20T09:24:00+00:00,
1833,80s sheet music tee,mockup_approved,new,gpt-image-2,"distressed sheet music for a classical musician, proud mood, 1 colors",tee,,batch_20260106_3,,3d1050ec-5efa-b280-6278-bc541d50fd7f,18331,full,charcoal,2026-01-06T02:34:00+00:00,2026-01-07T11:34:00+00:00,
1834,modern cassette tee,approved,new,gpt-image-2,"watercolor cassette for a country fan, funny mood, 2 colors",tee,,batch_20260301_5,,5fcf5ac0-e63f-82b2-3208-a9f16fea152e,18341,full,royal,2026-03-01T08:39:00+00:00,2026-03-03T16:39:00+00:00,
1835,80s headphones tee,published,new,gpt-image-2,"watercolor headphones for a drummer, rebellious mood, 2 colors",tee,,batch_20260102_5,,df5ea304-d259-63a5-ac70-6f16e06efab7,18351,full,heather navy,2026-01-02T16:19:00+00:00,2026-01-04T00:19:00+00:00,
1836,  60s turntable tee,live,variation,nb2-4k,"bold graphic turntable for a guitarist, nostalgic mood, 3 colors",tee,bs_88,batch_20260509_6,1800,8ac6f9a0-2cd3-1e6a-da7f-54ebdb413330,18361,full,navy,2026-05-09T00:24:00+00:00,2026-05-11T12:24:00+00:00,
1837,70s music notes tee,approved,new,fal-flux,"retro music notes for a saxophonist, rebellious mood, 5 colors",tee,,batch_20260404_6,,1b085e48-fb09-9210-d3f5-f1c9a8326028,18371,full,royal,2026-04-04T09:00:00+00:00,2026-04-05T09:00:00+00:00,
